fact_id,version,text,updated_at,deleted,source,sent_count
a9e7a9e7a61f2eb2d09af20c,0,"The group of words associated with cat (catt, cath, chat, katze) stem from the Latin catus, meaning domestic cat, as opposed to feles, or wild cat.",2020-11-06T00:42:53.000Z,False,api,15
3087239bf4520c3d0da415bd,0,"The term “puss” is the root of the principal word for “cat” in the Romanian term pisica and the root of secondary words in Lithuanian (puz) and Low German puus. Some scholars suggest that “puss” could be imitative of the hissing sound used to get a cat’s attention. As a slang word for the female pudenda, it could be associated with the connotation of a cat being soft, warm, and fuzzy.",2020-05-06T03:10:41.000Z,False,api,14
5dc12137d76094e75b42170d,0,"Approximately 40,000 people are bitten by cats in the U.S. annually.",2020-07-26T06:57:05.000Z,False,api,7
2f655729383c2752f55b4d37,0,"Cats are the world's most popular pets, outnumbering dogs by as many as three to one",2020-07-30T03:08:17.000Z,False,api,0
50a95edc4a2b2c3b9a4eea7b,0,Cats are North America’s most popular pets: there are 73 million cats compared to 63 million dogs. Over 30% of households in North America own a cat.,2020-05-19T19:42:56.000Z,False,api,7
d2d710a06c03d69863080e31,0,"According to Hebrew legend, Noah prayed to God for help protecting all the food he stored on the ark from being eaten by rats. In reply, God made the lion sneeze, and out popped a cat.",2020-03-05T14:43:01.000Z,False,api,1
239951e94c81831c521e2f79,0,A cat’s hearing is better than a dog’s. And a cat can hear high-frequency sounds up to two octaves higher than a human.,2020-12-19T02:41:17.000Z,False,api,11
0124759dff574e2d2a0f2cd0,0,A cat can travel at a top speed of approximately 31 mph (49 km) over a short distance.,2020-03-14T11:39:31.000Z,False,api,13
9012b6b7f79aa305b3544ba8,0,A cat rubs against people not only to be affectionate but also to mark out its territory with scent glands around its face. The tail area and paws also carry the cat’s scent.,2020-07-21T02:32:05.000Z,False,api,2
a59494515567eba060dbf4b1,0,"Researchers are unsure exactly how a cat purrs. Most veterinarians believe that a cat purrs by vibrating vocal folds deep in the throat. To do this, a muscle in the larynx opens and closes the air passage about 25 times per second.",2020-02-08T00:58:52.000Z,False,api,7
1fd28f511ab5c188c63ab244,0,"When a family cat died in ancient Egypt, family members would mourn by shaving off their eyebrows. They also held elaborate funerals during which they drank wine and beat their breasts. The cat was embalmed with a sculpted wooden mask and the tiny mummy was placed in the family tomb or in a pet cemetery with tiny mummies of mice.",2020-04-01T15:50:16.000Z,False,api,1
a73e74753bdbfc6472f83222,0,"In 1888, more than 300,000 mummified cats were found an Egyptian cemetery. They were stripped of their wrappings and carted off to be used by farmers in England and the U.S. for fertilizer.",2020-05-25T23:46:07.000Z,False,api,12
be911386898aa1116bde57c5,0,"Most cats give birth to a litter of between one and nine kittens. The largest known litter ever produced was 19 kittens, of which 15 survived.",2020-08-16T13:43:32.000Z,False,api,8
cb28945a7e74e3dd942c1eda,0,"Smuggling a cat out of ancient Egypt was punishable by death. Phoenician traders eventually succeeded in smuggling felines, which they sold to rich people in Athens and other important cities.",2020-10-12T09:42:39.000Z,False,api,15
8975e693edbc224126b01a7a,0,"The earliest ancestor of the modern cat lived about 30 million years ago. Scientists called it the Proailurus, which means “first cat” in Greek. The group of animals that pet cats belong to emerged around 12 million years ago.",2020-02-08T14:14:06.000Z,False,api,2
30174c9c7432527ada5153c4,0,The biggest wildcat today is the Siberian Tiger. It can be more than 12 feet (3.6 m) long (about the size of a small car) and weigh up to 700 pounds (317 kg).,2020-01-25T22:03:17.000Z,False,api,11
79d8ee2ac6a9cdebb6ef1250,0,Cats have 300 million neurons; dogs have about 160 million,2020-03-16T21:43:10.000Z,False,api,3
3ff5d0e494183edc0c9742de,0,A cat’s brain is biologically more similar to a human brain than it is to a dog’s. Both humans and cats have identical regions in their brains that are responsible for emotions.,2020-04-24T08:05:22.000Z,False,api,13
b0d860660316e91b4d405220,0,"Many Egyptians worshipped the goddess Bast, who had a woman’s body and a cat’s head.",2020-10-26T23:00:01.000Z,False,api,13
0484c1ffb48485e2b00f11c8,0,"Mohammed loved cats and reportedly his favorite cat, Muezza, was a tabby. Legend says that tabby cats have an “M” for Mohammed on top of their heads because Mohammad would often rest his hand on the cat’s head.",2020-03-07T18:30:04.000Z,False,api,4
77a2c4db22bb8072398dece3,0,"While many parts of Europe and North America consider the black cat a sign of bad luck, in Britain and Australia, black cats are considered lucky.",2020-07-25T11:55:08.000Z,False,api,1
800575a34656de4e0c79b967,0,"The most popular pedigreed cat is the Persian cat, followed by the Main Coon cat and the Siamese cat.",2020-04-10T01:12:56.000Z,False,api,5
56c9829fb7500e11a70edd20,0,"The smallest pedigreed cat is a Singapura, which can weigh just 4 lbs (1.8 kg), or about five large cans of cat food. The largest pedigreed cats are Maine Coon cats, which can weigh 25 lbs (11.3 kg), or nearly twice as much as an average cat weighs.",2020-02-01T11:45:40.000Z,False,api,15
1e4f595503408f048702bed4,0,"Some cats have survived falls of over 65 feet (20 meters), due largely to their “righting reflex.” The eyes and balance organs in the inner ear tell it where it is in space so the cat can land on its feet. Even cats without a tail have this ability.",2020-02-25T22:10:31.000Z,False,api,3
69616b7a4555b6b3053e4d0f,0,"Some Siamese cats appear cross-eyed because the nerves from the left side of the brain go to mostly the right eye and the nerves from the right side of the brain go mostly to the left eye. This causes some double vision, which the cat tries to correct by “crossing” its eyes.",2020-08-30T10:47:08.000Z,False,api,6
09982d5e995df2a7513157f9,0,"Researchers believe the word “tabby” comes from Attabiyah, a neighborhood in Baghdad, Iraq. Tabbies got their name because their striped coats resembled the famous wavy patterns in the silk produced in this city.",2020-09-12T05:46:25.000Z,False,api,11
71ba1df835fc1476dbba8be3,0,"Cats have ""nine lives"" thanks to a flexible spine and powerful leg and back muscles",2020-10-22T07:39:07.000Z,False,api,2
4ad021db75b942417ec5d6be,0,A cat can jump up to five times its own height in a single bound.,2020-07-17T05:27:13.000Z,False,api,3
e1550aa4911635079f5c60e7,0,"Cats hate the water because their fur does not insulate well when it’s wet. The Turkish Van, however, is one cat that likes swimming. Bred in central Asia, its coat has a unique texture that makes it water resistant.",2020-12-10T01:33:27.000Z,False,api,3
62b8605844cdd5ac7140abf3,0,"The Egyptian Mau is probably the oldest breed of cat. In fact, the breed is so ancient that its name is the Egyptian word for “cat.”",2020-04-12T09:11:01.000Z,False,api,5
968f0f80b87882f49dfc8261,0,"The first commercially cloned pet was a cat named ""Little Nicky."" He cost his owner $50,000, making him one of the most expensive cats ever.",2020-08-22T22:59:28.000Z,False,api,1
611bac621ea8852b985da450,0,A cat usually has about 12 whiskers on each side of its face.,2020-09-22T21:33:01.000Z,False,api,6
8257c6afbd559366ca7b330d,0,A cat’s eyesight is both better and worse than humans. It is better because cats can see in much dimmer light and they have a wider peripheral view. It’s worse because they don’t see color as well as humans do. Scientists believe grass appears red to cats.,2020-10-31T16:45:02.000Z,False,api,12
748666ab85d6f5bb3d1fa940,0,"Spanish-Jewish folklore recounts that Adam’s first wife, Lilith, became a black vampire cat, sucking the blood from sleeping babies. This may be the root of the superstition that a cat will smother a sleeping baby or suck out the child’s breath.",2020-05-05T21:32:50.000Z,False,api,1
cce13dae2deb91c9813302c3,0,"Perhaps the most famous comic cat is the Cheshire Cat in Lewis Carroll’s Alice in Wonderland. With the ability to disappear, this mysterious character embodies the magic and sorcery historically associated with cats.",2020-03-29T12:47:57.000Z,False,api,11
b5e2a527e9c168fd18348bdf,0,The smallest wildcat today is the Black-footed cat. The females are less than 20 inches (50 cm) long and can weigh as little as 2.5 lbs (1.2 kg).,2020-05-21T20:42:04.000Z,False,api,11
e45c2fb0264a9fee1db45538,0,"On average, cats spend 2/3 of every day sleeping. That means a nine-year-old cat has been awake for only three years of its life.",2020-11-10T20:09:55.000Z,False,api,13
3d7bd9c255e1c096e867544e,0,"In the original Italian version of Cinderella, the benevolent fairy godmother figure was a cat.",2020-01-25T16:36:29.000Z,False,api,6
380d752fdacf71466f17d091,0,"The little tufts of hair in a cat’s ear that help keep out dirt direct sounds into the ear, and insulate the ears are called “ear furnishings.”",2020-05-06T06:18:36.000Z,False,api,11
b5363f20d07f8b9519af9adb,0,The ability of a cat to find its way home is called “psi-traveling.” Experts think cats either use the angle of the sunlight to find their way or that cats have magnetized cells in their brains that act as compasses.,2020-05-05T01:43:18.000Z,False,api,11
8eb88aa3be29a713ad384708,0,"Isaac Newton invented the cat flap. Newton was experimenting in a pitch-black room. Spithead, one of his cats, kept opening the door and wrecking his experiment. The cat flap kept both Newton and Spithead happy.",2020-03-06T11:27:27.000Z,False,api,7
3b436be348ac1f7c8eb94789,0,"The world’s rarest coffee, Kopi Luwak, comes from Indonesia where a wildcat known as the luwak lives. The cat eats coffee berries and the coffee beans inside pass through the stomach. The beans are harvested from the cat’s dung heaps and then cleaned and roasted. Kopi Luwak sells for about $500 for a 450 g (1 lb) bag.",2020-11-12T10:53:31.000Z,False,api,11
62e2bfe7d172217426cf1f9f,0,"A cat’s jaw can’t move sideways, so a cat can’t chew large chunks of food.",2020-02-13T13:13:41.000Z,False,api,15
5a182fc014e57728493d8c96,0,"A cat almost never meows at another cat, mostly just humans. Cats typically will spit, purr, and hiss at other cats.",2020-03-30T08:32:35.000Z,False,api,11
175ff5d191307f5e5a3b6bab,0,"Like humans, cats tend to favor one paw over another",2020-10-02T05:06:23.000Z,False,api,15
c29c3a53aaef76a47e426d71,0,"Female cats tend to be right pawed, while male cats are more often left pawed. Interestingly, while 90% of humans are right handed, the remaining 10% of lefties also tend to be male.",2020-03-30T02:58:09.000Z,False,api,14
2ef611a864d3001b177435ac,0,A cat’s back is extremely flexible because it has up to 53 loosely fitting vertebrae. Humans only have 34.,2020-04-25T13:34:35.000Z,False,api,9
80eb0905b0cb9302945c46a6,0,"All cats have claws, and all except the cheetah sheath them when at rest.",2020-12-17T15:09:00.000Z,False,api,15
f597eff3fb20417b15a92c9b,0,"Two members of the cat family are distinct from all others: the clouded leopard and the cheetah. The clouded leopard does not roar like other big cats, nor does it groom or rest like small cats. The cheetah is unique because it is a running cat; all others are leaping cats. They are leaping cats because they slowly stalk their prey and then leap on it.",2020-07-25T05:28:37.000Z,False,api,12
5504863189fca3ff88122a61,0,A cat lover is called an Ailurophilia (Greek: cat+lover).,2020-11-22T18:01:19.000Z,False,api,8
b9dc5d94ef9a464a601ac527,0,"In Japan, cats are thought to have the power to turn into super spirits when they die. This may be because according to the Buddhist religion, the body of the cat is the temporary resting place of very spiritual people.i",2020-05-10T08:30:07.000Z,False,api,5
3bdb1e51716539c1410d4352,0,"Most cats had short hair until about 100 years ago, when it became fashionable to own cats and experiment with breeding.",2020-12-15T03:18:11.000Z,False,api,0
8a852bbcac66d6b1218d8509,0,One reason that kittens sleep so much is because a growth hormone is released only during sleep.,2020-07-31T18:56:23.000Z,False,api,15
ec97080a2d5280ea71d88058,0,"Cats have about 130,000 hairs per square inch (20,155 hairs per square centimeter).",2020-08-13T04:04:18.000Z,False,api,10
61b31e4a48d52fc7d5017e52,0,"The heaviest cat on record is Himmy, a Tabby from Queensland, Australia. He weighed nearly 47 pounds (21 kg). He died at the age of 10.",2020-02-27T19:38:49.000Z,False,api,5
87424bb79380cf66999a601a,0,"The oldest cat on record was Crème Puff from Austin, Texas, who lived from 1967 to August 6, 2005, three days after her 38th birthday. A cat typically can live up to 20 years, which is equivalent to about 96 human years.",2020-03-26T10:00:28.000Z,False,api,2
8a06b7b1cd2161bbf4164651,0,"The lightest cat on record is a blue point Himalayan called Tinker Toy, who weighed 1 pound, 6 ounces (616 g). Tinker Toy was 2.75 inches (7 cm) tall and 7.5 inches (19 cm) long.",2020-09-28T03:02:55.000Z,False,api,11
1caa613d795afe6b150c39dd,0,Approximately 1/3 of cat owners think their pets are able to read their minds.,2020-07-31T22:11:49.000Z,False,api,13
19ebffce26e3d0ffb24328e7,0,"The tiniest cat on record is Mr. Pebbles, a 2-year-old cat that weighed 3 lbs (1.3 k) and was 6.1 inches (15.5 cm) high.",2020-06-07T14:53:12.000Z,False,api,8
50eebf87b432e976d45462d6,0,"A commemorative tower was built in Scotland for a cat named Towser, who caught nearly 30,000 mice in her lifetime.",2020-12-14T12:54:43.000Z,False,api,6
7ab81593b56793a45be836d9,0,"In the 1750s, Europeans introduced cats into the Americas to control pests.",2020-02-18T21:03:00.000Z,False,api,10
216ed684abf0c7e0600c0f2d,0,The first cat show was organized in 1871 in London. Cat shows later became a worldwide craze.,2020-08-09T16:06:33.000Z,False,api,11
f2a9dcd8e38e091c0e32ca25,0,"The first cartoon cat was Felix the Cat in 1919. In 1940, Tom and Jerry starred in the first theatrical cartoon “Puss Gets the Boot.” In 1981 Andrew Lloyd Weber created the musical Cats, based on T.S. Eliot’s Old Possum’s Book of Practical Cats.",2020-08-18T07:34:16.000Z,False,api,15
97827f8e5a2b24fa66413a2a,0,The normal body temperature of a cat is between 100.5 ° and 102.5 °F. A cat is sick if its temperature goes below 100 ° or above 103 °F.,2020-05-04T23:04:32.000Z,False,api,5
88f710f2f22a98e04eba9ea9,0,"A cat has 230 bones in its body. A human has 206. A cat has no collarbone, so it can fit through any opening the size of its head.",2020-12-04T17:20:22.000Z,False,api,13
afada07118211b0a4d04c978,0,Cats control the outer ear using 32 muscles; humans use 6,2020-06-04T20:21:10.000Z,False,api,12
b1a19fc3d4eb9ef4b03d4f93,0,Cats have 32 muscles that control the outer ear (humans have only 6). A cat can independently rotate its ears 180 degrees.,2020-05-17T16:37:54.000Z,False,api,3
790ef2de3014b43a092309a8,0,"A cat’s nose pad is ridged with a unique pattern, just like the fingerprint of a human.",2020-06-20T00:20:33.000Z,False,api,2
b28060b8184e7c1501e2a534,0,"If they have ample water, cats can tolerate temperatures up to 133 °F.",2020-10-01T02:42:59.000Z,False,api,13
3d07d603c280acbdb529d6c6,0,"Foods that should not be given to cats include onions, garlic, green tomatoes, raw potatoes, chocolate, grapes, and raisins. Though milk is not toxic, it can cause an upset stomach and gas. Tylenol and aspirin are extremely toxic to cats, as are many common houseplants. Feeding cats dog food or canned tuna that’s for human consumption can cause malnutrition.",2020-07-30T09:46:26.000Z,False,api,14
7d3f8be3c8d033adb4c51ce1,0,A 2007 Gallup poll revealed that both men and women were equally likely to own a cat.,2020-11-30T03:53:24.000Z,False,api,9
bc0bf8a7680e7685588c08fe,0,"A cat’s heart beats nearly twice as fast as a human heart, at 110 to 140 beats a minute.",2020-03-05T20:37:37.000Z,False,api,13
201c96a0239805b94fb36c10,0,"In just seven years, a single pair of cats and their offspring could produce a staggering total of 420,000 kittens.",2020-10-18T22:52:58.000Z,False,api,1
0004db22342ffa818a7378eb,0,"Relative to its body size, the clouded leopard has the biggest canines of all animals’ canines. Its dagger-like teeth can be as long as 1.8 inches (4.5 cm).",2020-11-12T12:44:22.000Z,False,api,4
77b0c942ad7b29aa8860f898,0,Cats spend nearly 1/3 of their waking hours cleaning themselves.,2020-08-20T08:48:38.000Z,False,api,10
3862e186c2f446e5dee62171,0,"Grown cats have 30 teeth. Kittens have about 26 temporary teeth, which they lose when they are about 6 months old.",2020-12-19T16:58:59.000Z,False,api,15
468deedc2fc3df5a9eeb67c1,0,"Cat paws act as tempetature regulators, shock absorbers, hunting and grooming tools, sensors, and more",2020-09-01T13:46:33.000Z,False,api,12
a0694145231acb1d6769d715,0,"Cats don’t have sweat glands over their bodies like humans do. Instead, they sweat only through their paws.",2020-12-30T20:15:56.000Z,False,api,4
4171964d43ae6faa255a28cb,0,A cat called Dusty has the known record for the most kittens. She had more than 420 kittens in her lifetime.,2020-04-22T07:58:40.000Z,False,api,4
bfef934c885aba75f13b568e,0,The largest cat breed is the Ragdoll. Male Ragdolls weigh between 12 and 20 lbs (5.4-9.0 k). Females weigh between 10 and 15 lbs (4.5-6.8 k).,2020-09-25T00:15:12.000Z,False,api,13
85d6681337d42861d6a989f4,0,Cats are extremely sensitive to vibrations. Cats are said to detect earthquake tremors 10 or 15 minutes before humans can.,2020-07-11T19:19:56.000Z,False,api,10
38d2e463caaf857fbf7cccd5,0,"In contrast to dogs, cats have not undergone major changes during their domestication process.",2020-09-26T21:04:03.000Z,False,api,15
2e645681110dfe8f585d7c2d,0,A female cat is called a queen or a molly.,2020-11-08T02:33:48.000Z,False,api,4
e0e643360b6476d60e36f112,0,"In the 1930s, two Russian biologists discovered that color change in Siamese kittens depend on their body temperature. Siamese cats carry albino genes that work only when the body temperature is above 98° F. If these kittens are left in a very warm room, their points won’t darken and they will stay a creamy white.",2020-05-13T18:19:49.000Z,False,api,9
6840a2cf854eef67cd67b606,0,There are up to 60 million feral cats in the United States alone.,2020-09-16T15:29:12.000Z,False,api,1
dbdef09b6279a1d1ada52f23,0,"The oldest cat to give birth was Kitty who, at the age of 30, gave birth to two kittens. During her life, she gave birth to 218 kittens.",2020-05-05T16:00:42.000Z,False,api,10
22ac90381e799967d33f91ca,0,"The most traveled cat is Hamlet, who escaped from his carrier while on a flight. He hid for seven weeks behind a panel on the airplane. By the time he was discovered, he had traveled nearly 373,000 miles (600,000 km).",2020-03-20T08:07:00.000Z,False,api,0
5e3440ae9948dc82272efc11,0,Cats have supersonic hearing,2020-04-23T13:31:15.000Z,False,api,14
932e91881a5f73aedebd367b,0,"In Holland’s embassy in Moscow, Russia, the staff noticed that the two Siamese cats kept meowing and clawing at the walls of the building. Their owners finally investigated, thinking they would find mice. Instead, they discovered microphones hidden by Russian spies. The cats heard the microphones when they turned on.",2020-08-17T13:19:27.000Z,False,api,8
959916ee6527b1c330a8c40d,0,"The most expensive cat was an Asian Leopard cat (ALC)-Domestic Shorthair (DSH) hybrid named Zeus. Zeus, who is 90% ALC and 10% DSH, has an asking price of £100,000 ($154,000).",2020-04-29T08:53:58.000Z,False,api,2
bcfc59bcdc5dde17a14e3d27,0,The cat who holds the record for the longest non-fatal fall is Andy. He fell from the 16th floor of an apartment building (about 200 ft/.06 km) and survived.,2020-06-12T19:53:30.000Z,False,api,14
0d8a142139d4fda70897559e,0,"The richest cat is Blackie who was left £15 million by his owner, Ben Rea.",2020-02-05T11:27:03.000Z,False,api,15
e2bf9883cd0ca424ded8da3c,0,"The claws on the cat’s back paws aren’t as sharp as the claws on the front paws because the claws in the back don’t retract and, consequently, become worn.",2020-04-10T01:49:57.000Z,False,api,15
3b7f453491e2b7073e9de845,0,"A sexually-active feral tom-cat \owns\"" an area of about three square miles and \""""sprays\"""" to mark his territory with strong smelling urine.""""""",2020-09-16T17:05:32.000Z,False,api,15
fff15d784a72efbe946cb7cd,0,A cat can sprint at about thirty-one miles per hour.,2020-01-20T16:43:37.000Z,False,api,0
97daf169961d715d2182953d,0,An adult lion's roar can be heard up to five miles (eight kilometers) away.,2020-04-07T01:44:20.000Z,False,api,11
47fe859e12a63a4b390af8d5,0,A cat will tremble or shiver when it is extreme pain.,2020-10-20T08:03:23.000Z,False,api,6
2b294c284eb828a54364dec6,0,"A cat's normal pulse is 140-240 beats per minute, with an average of 195.",2020-09-05T05:32:08.000Z,False,api,11
0fff2819cb6ffbda53d6716d,0,Cats lose almost as much fluid in the saliva while grooming themselves as they do through urination.,2020-06-26T06:29:26.000Z,False,api,6
72fe48108c7889cbfa47d9ce,0,Tigers are excellent swimmers and do not avoid water.,2020-03-26T07:02:37.000Z,False,api,5
ce5a29ab79e070032124cdcf,0,The leopard is the most widespread of all big cats.,2020-12-20T04:04:48.000Z,False,api,3
0ef526bca0f14b89d455da4a,0,"While many cats enjoy milk, it will give some cats diarrhea.",2020-05-16T03:49:31.000Z,False,api,2
4505a0d47a17980f5d008f6e,0,Female cats are polyestrous,2020-04-27T06:56:43.000Z,False,api,4
d91a38b751d9f2cac3de8153,0,A cat will tremble or shiver when it is in extreme pain.,2020-11-23T23:58:34.000Z,False,api,13
a6fae66ab327dc87314b942b,0,The cat appears to be the only domestic companion animal not mentioned in the Bible.,2020-04-03T02:58:16.000Z,False,api,7
531fb330c407625759e8fb1c,0,"Some common houseplants poisonous to cats include: English Ivy, iris, mistletoe, philodendron, and yew.",2020-06-18T17:34:15.000Z,False,api,9
319341682e79e9ec7b53e965,0,"Some notable people who disliked cats:  Napoleon Bonaparte, Dwight D. Eisenhower, Hitler.",2020-04-26T17:00:30.000Z,False,api,4
e5e71f09ea3299f2164c1e28,0,"Cats step with both left legs, then both right legs when they walk or run.",2020-11-21T16:26:50.000Z,False,api,13
c12a501b51a80ea9b97e66f1,0,A domestic cat can run at speeds of 30 mph.,2020-09-18T13:56:57.000Z,False,api,1
6dfc0862ba784e688ff4b516,0,The domestic cat is the only species able to hold its tail vertically while walking. You can also learn about your cat's present state of mind by observing the posture of his tail.,2020-07-19T02:32:45.000Z,False,api,13
c635255cfc4b7152cf598a42,0,"Cats lap liquid from the underside of their tongue, not from the top.",2020-07-14T14:56:10.000Z,False,api,7
8a685c25928ac658cabe9fc7,0,Cats take between 20-40 breaths per minute.,2020-01-03T08:53:19.000Z,False,api,11
50ffeff0a05b5cfaa368b7f2,0,The Maine Coone is the only native American long haired breed.,2020-11-11T13:12:03.000Z,False,api,1
745e8787cfbae013269c2d18,0,Statistics indicate that animal lovers in recent years have shown a preference for cats over dogs!,2020-11-08T02:32:56.000Z,False,api,1
b54935523d9d5fe61208c901,0,It has been scientifically proven that owning cats is good for our health and can decrease the occurrence of high blood pressure and other illnesses.,2020-05-10T12:24:49.000Z,False,api,10
b0135848a2fd3a6241ae6d63,0,Cats have been domesticated for half as long as dogs have been.,2020-07-10T02:09:11.000Z,False,api,2
f7b7651a68dc304ecee5b6f8,0,"The largest breed of cat is the Ragdoll with males weighing in at 1 5 to 20 lbs. The heaviest domestic cat on record was a neutered male tabby named Himmy from Queensland, Australia who weighed 46 lbs. 1 5 oz.",2020-04-07T23:43:51.000Z,False,api,7
dd0957a0cdcc72bf419c6102,0,"The first formal cat show was held in England in 1871; in America, in 1895.",2020-03-24T03:22:21.000Z,False,api,1
7a679bab177562082e071833,0,The average litter of kittens is between 2 - 6 kittens.,2020-04-12T07:25:56.000Z,False,api,0
d13bf7c4116e7852dbaf6b7a,0,"In one stride, a cheetah can cover 23 to 26 feet (7 to 8 meters).",2020-10-18T05:13:34.000Z,False,api,1
e66061074d50a0e3c9942a4c,0,Cats are now Britain's favourite pet: there are 7.7 million cats as opposed to 6.6 million dogs.,2020-08-30T14:53:30.000Z,False,api,15
188c858981b61496639e0db1,0,"A cat sees about 6 times better than a human at night, and needs 1/6 the amount of of light that a human does - it has a layer of extra reflecting cells which absorb light.",2020-01-24T13:36:47.000Z,False,api,14
7d8ff565b174691dc5544e42,0,The cat's tail is used to maintain balance.,2020-08-06T13:24:18.000Z,False,api,8
33e254d34588ea094014be20,0,A cat's brain is more similar to a man's brain than that of a dog.,2020-05-31T02:50:04.000Z,False,api,4
bd616b22524d2acf32168c30,0,"According to a Gallup poll, most American pet owners obtain their cats by adopting strays.",2020-04-28T22:58:22.000Z,False,api,3
19a86edcef9087813c5f79b3,0,A cat's normal temperature varies around 101 degrees Fahrenheit.,2020-01-09T06:29:06.000Z,False,api,12
9f9fc79c69919387717dc4f6,0,"Cats respond better to women than to men, probably due to the fact that women's voices have a higher pitch.",2020-11-01T21:01:08.000Z,False,api,4
99be9d6f7e19d8a032cc5b71,0,"It may take as long as 2 weeks for a kitten to be able to hear well.  Their eyes usually open between 7 and 10 days, but sometimes it happens in as little as 2 days.",2020-09-25T21:36:51.000Z,False,api,8
5c640806b5049fd19fd6039c,0,A form of AIDS exists in cats.,2020-03-22T22:45:35.000Z,False,api,3
c73ccff224a5e0ab5bbe0339,0,The cheetah is the world's fastest land mammal. It can run at speeds of up to 70 miles an hour (113 kilometers an hour).,2020-04-02T15:50:35.000Z,False,api,2
235eec7e5e93fbbf332e4c19,0,"Tabby cats are thought to get their name from Attab, a district in Baghdad, now the capital of Iraq.",2020-07-25T23:30:32.000Z,False,api,1
9d5e1b26378fa77da7ede48a,0,"When a cats rubs up against you, the cat is marking you with it's scent claiming ownership.",2020-11-27T20:40:03.000Z,False,api,5
97e21017462ed9d5c9524d51,0,The average lifespan of an outdoor-only cat is about 3 to 5 years while an indoor-only cat can live 16 years or much longer.,2020-08-20T00:02:36.000Z,False,api,12
7966ae3280c2a954adf26d93,0,"The Maine Coon cat is America's only natural breed of domestic feline. It is 4 to 5 times larger than the Singapura, the smallest breed of cat.",2020-11-29T20:11:55.000Z,False,api,14
94fbf0a9841941e39acea4cf,0,In 1987 cats overtook dogs as the number one pet in America.,2020-06-01T08:52:16.000Z,False,api,10
ea1ac0c0f23408c7a205f9ee,0,A cat can jump 5 times as high as it is tall.,2020-01-04T02:48:11.000Z,False,api,4
b4735f890b04bd2dcc4fba6a,0,"Since cats are so good at hiding illness, even a single instance of a symptom should be taken very seriously.",2020-11-28T04:33:41.000Z,False,api,13
67f7a40383125843872af2b2,0,"Retractable claws are a physical phenomenon that sets cats apart from the rest of the animal kingdom. I n the cat family, only cheetahs cannot retract their claws.",2020-11-12T01:36:33.000Z,False,api,6
f0ea8c62807900ebf402036b,0,A steady diet of dog food may cause blindness in your cat - it lacks taurine.,2020-04-01T21:06:03.000Z,False,api,14
766176f6684e103c9ccbf112,0,"When a domestic cat goes after mice, about 1 pounce in 3 results in a catch.",2020-04-10T07:53:40.000Z,False,api,1
7f75d988afcfda023d844922,0,"Cats have 30 teeth (12 incisors, 10 premolars, 4 canines, and 4 molars), while dogs have 42. Kittens have baby teeth, which are replaced by permanent teeth around the age of 7 months.",2020-09-29T06:27:08.000Z,False,api,9
a030b74d08b2553fa5e389a9,0,Many cats love having their forehead gently stroked.,2020-03-28T21:45:40.000Z,False,api,1
